,customer_id,gender,first_name,last_name,email,birthdate,creation_date,last_purchase_date,city
88,2266,Female,Ashley,Hancock,Ashley.Hancock@luna.info,1991-01-21,2022-05-28,,South Shannon
89,8697,Female,Natasha,Perry,Natasha.Perry@oliver.com,1992-01-15,2022-10-11,,Riceville
90,12471,Male,William,Johnson,William.Johnson@warren.com,1990-12-30,2023-01-30,,South Anita
91,12727,Female,Erika,Lewis,Erika.Lewis@moore.info,1975-11-02,2021-07-24,,South Shannon
92,15255,Female,Brenda,Matthews,Brenda.Matthews@moss-holmes.com,1988-12-27,2021-12-19,,Port Amyborough
93,14595,Female,Caitlin,Sawyer,Caitlin.Sawyer@holmes.org,1996-02-26,2021-06-15,,Port Pamelafort
94,14392,Female,Renee,Jennings,Renee.Jennings@yoder-allen.net,1994-05-05,2021-05-18,,Port Amyborough
95,14925,Female,Kelsey,Rodriguez,Kelsey.Rodriguez@lee.com,1978-01-04,2022-03-07,,North Ericchester
96,1598,Male,Thomas,Riley,Thomas.Riley@brooks-houston.biz,1991-07-08,2021-05-11,,South Shannon
97,652,Female,Robin,Paul,Robin.Paul@torres.com,1959-05-19,2022-05-07,,Lisamouth
98,16267,Male,Louis,Kidd,Louis.Kidd@wilson.org,1995-02-25,2022-04-01,,New Robert
99,17534,Male,Charles,Foster,Charles.Foster@harris-davis.com,1961-07-26,2022-06-23,,New Robert
100,17757,Male,James,Lewis,James.Lewis@levy-santiago.biz,1982-12-28,2022-01-21,,North Ericchester
101,12116,Male,Alex,Cummings,Alex.Cummings@benson.net,1965-01-29,2021-12-05,,South Anita
102,1053,Female,Kimberly,Harvey,Kimberly.Harvey@garcia.net,1975-02-10,2022-04-30,,New Annton
103,19706,Female,Kristen,Beasley,Kristen.Beasley@strickland.com,1969-08-31,2021-07-10,,Wisemouth
104,19008,Male,Jeffrey,Howell,Jeffrey.Howell@morgan.com,1989-04-18,2021-12-21,,North Ericchester
105,12664,Male,David,Wu,David.Wu@allen-goodwin.net,1973-04-28,2022-08-04,,Wisemouth
106,2052,Female,Roberta,Robinson,Roberta.Robinson@rodriguez.info,1979-08-28,2021-08-16,,Allisonville
107,5505,Female,Amy,Bush,Amy.Bush@klein.com,1989-10-15,2022-08-22,,North Ericchester
108,13925,Male,Patrick,Trevino,Patrick.Trevino@fox.net,1987-12-04,2022-10-07,,South Anita
109,425,Female,Pamela,Weber,Pamela.Weber@clayton-ellis.com,2001-12-21,2022-06-03,,Lisamouth
110,5399,Male,Wesley,Soto,Wesley.Soto@medina.com,1997-06-02,2022-03-05,,Riceville
111,8829,Male,Travis,Meyer,Travis.Meyer@franklin.biz,1995-01-03,2022-05-25,,Henryfurt
112,17407,Male,Edward,Perez,Edward.Perez@johnson.info,1964-11-23,2021-12-22,,Allisonville
113,16378,Female,Angelica,Marshall,Angelica.Marshall@craig-harrison.com,1974-01-12,2021-10-12,,Port Amyborough
114,9255,Male,Gordon,Morgan,Gordon.Morgan@armstrong-hernandez.org,1965-04-24,2022-06-07,,South Shannon
115,14506,Female,Crystal,Smith,Crystal.Smith@rodriguez.com,1970-01-19,2022-06-21,,Henryfurt
116,6399,Male,Wyatt,Chambers,Wyatt.Chambers@barker.net,1993-05-07,2022-07-14,,Lisamouth
117,12857,Female,Kayla,Davis,Kayla.Davis@vazquez.com,1957-04-24,2021-11-26,,Henryfurt
118,14698,Male,Travis,Carpenter,Travis.Carpenter@macias-galvan.com,1985-12-29,2022-09-25,,Riceville
119,18678,Female,Caitlyn,Harmon,Caitlyn.Harmon@charles.com,1964-08-13,2022-09-20,,Henryfurt
120,14287,Female,Mandy,Pierce,Mandy.Pierce@swanson.info,1982-05-04,2021-06-29,,Carriehaven
121,16161,Male,Jeffrey,Navarro,Jeffrey.Navarro@hayes.biz,2002-01-30,2022-10-06,,Port Amyborough
122,6934,Male,Andrew,Davis,Andrew.Davis@weber-jimenez.com,1989-10-31,2022-02-15,,Riceville
123,8011,Male,Gregory,Shaffer,Gregory.Shaffer@schwartz.com,1971-11-11,2021-06-20,,South Shannon
124,13226,Male,Thomas,Green,Thomas.Green@peterson.org,1972-10-25,2022-06-05,,Riceville
125,13507,Female,Wendy,Navarro,Wendy.Navarro@logan.biz,1966-07-03,2022-03-12,,New Annton
126,981,Male,Ryan,Wood,Ryan.Wood@boyd.org,2003-10-27,2021-04-11,,Thomasborough
127,8078,Female,Amber,Vasquez,Amber.Vasquez@macias-davies.com,1990-02-08,2021-12-02,,Wisemouth
128,9548,Male,Eric,Estrada,Eric.Estrada@campbell.com,2001-07-29,2022-05-22,,Allisonville
129,3693,Female,Cynthia,Newton,Cynthia.Newton@wilson.info,1978-10-09,2022-10-08,,Lisamouth
130,10643,Male,Nicholas,Smith,Nicholas.Smith@perez-andrews.org,1975-02-07,2021-06-12,,New Annton
131,850,Female,Kathleen,Mayo,Kathleen.Mayo@wright.com,1993-04-24,2021-11-29,,Henryfurt
132,5009,Female,Jennifer,Dunn,Jennifer.Dunn@moss.net,1994-03-10,2022-02-14,,Port Amyborough
133,13575,Male,James,Brown,James.Brown@martinez.com,1965-09-20,2021-05-30,,New Annton
134,14241,Female,Cynthia,Lopez,Cynthia.Lopez@jensen.com,1988-12-05,2023-02-04,,New Annton
135,6191,Female,Melissa,Mcguire,Melissa.Mcguire@rodriguez.biz,1980-07-25,2021-10-04,,South Shannon
136,16283,Male,James,Wilson,James.Wilson@serrano.com,1967-07-19,2021-08-22,,Allisonville
137,4562,Female,Sandy,Ford,Sandy.Ford@cain.com,1977-12-02,2022-10-29,,Wisemouth
138,3500,Male,George,Phillips,George.Phillips@soto.com,2002-07-29,2021-06-30,,South Shannon
139,15076,Female,Denise,Gallegos,Denise.Gallegos@parker-higgins.net,1968-11-22,2022-09-20,,New Annton
140,570,Female,Ann,Parsons,Ann.Parsons@weiss.com,1967-12-24,2022-07-18,,New Annton
141,11567,Female,Jessica,Santiago,Jessica.Santiago@johnson.org,1960-07-17,2021-08-10,,North Ericchester
142,6991,Female,Shannon,Payne,Shannon.Payne@nelson-lambert.com,1988-03-03,2022-11-23,,Thomasborough
143,1547,Male,Andrew,Williams,Andrew.Williams@valencia.biz,1973-06-05,2021-10-15,,New Annton
144,3108,Female,Dana,Black,Dana.Black@bates-phillips.info,1963-02-09,2022-10-25,,Wisemouth
145,2712,Male,Joshua,Hardy,Joshua.Hardy@frye.info,1989-08-11,2022-10-02,,South Josephland
146,5891,Female,Pamela,Duffy,Pamela.Duffy@jackson.org,2003-10-22,2021-08-14,,Carriehaven
147,15570,Male,Edgar,Williams,Edgar.Williams@bryant.com,1985-12-27,2022-06-07,,Port Pamelafort
148,174,Male,Ian,Hogan,Ian.Hogan@gibson-little.com,1999-11-12,2022-08-11,,Henryfurt
149,2828,Female,Alyssa,Ross,Alyssa.Ross@rodgers.com,1958-01-16,2022-11-21,,Riceville
150,3218,Male,Jeremy,Marshall,Jeremy.Marshall@silva.com,2002-02-01,2022-02-02,,Port Amyborough
151,14994,Female,Natalie,Willis,Natalie.Willis@lopez.com,1981-10-19,2022-07-23,,Thomasborough
152,6580,Female,Makayla,Jones,Makayla.Jones@jones.com,1997-12-02,2021-12-21,,Riceville
153,1847,Male,Michael,Bartlett,Michael.Bartlett@martinez-williams.com,2001-08-01,2021-03-24,,South Shannon
154,15117,Male,David,Bartlett,David.Bartlett@abbott.com,1975-11-30,2021-10-02,,Carriehaven
155,1349,Female,Tammy,Flores,Tammy.Flores@simon-jackson.com,1998-02-28,2021-08-25,,New Robert
156,6761,Male,Jose,Hodge,Jose.Hodge@ali.net,1991-12-06,2022-06-18,,Port Amyborough
157,14132,Female,Allison,Hamilton,Allison.Hamilton@sawyer-leon.org,1998-03-24,2021-07-16,,Lisamouth
158,4686,Male,Harold,Mcgee,Harold.Mcgee@diaz-cooper.com,1988-04-24,2021-05-17,,Lisamouth
159,312,Female,Lori,Rocha,Lori.Rocha@wu-swanson.org,1971-05-08,2021-08-25,,North Ericchester
160,13130,Female,Tiffany,Ross,Tiffany.Ross@fitzgerald.com,1973-02-11,2022-04-15,,Henryfurt
161,7500,Male,William,House,William.House@ward.com,1970-09-22,2022-03-19,,Riceville
162,18027,Male,Jeremy,Gibson,Jeremy.Gibson@ford-williams.org,1967-04-18,2021-09-17,,South Shannon
163,8181,Female,Julie,Martin,Julie.Martin@wise-blankenship.com,1978-07-26,2021-04-16,,Port Amyborough
164,4099,Male,Douglas,Ortiz,Douglas.Ortiz@moore-cline.com,1999-01-01,2021-04-09,,Henryfurt
165,19814,Female,Sonya,Benitez,Sonya.Benitez@butler-wilson.com,1998-10-28,2023-01-11,,Thomasborough
166,13791,Female,Jessica,Brown,Jessica.Brown@davis.com,2003-12-15,2023-01-06,,North Ericchester
167,4268,Female,Tracy,Santana,Tracy.Santana@jones.org,1959-02-02,2021-04-01,,Thomasborough
168,1088,Female,Kathleen,Russell,Kathleen.Russell@townsend-middleton.com,1959-12-07,2021-07-12,,North Ericchester
169,10271,Male,Anthony,Shepard,Anthony.Shepard@martin.com,1976-08-03,2022-09-09,,Henryfurt
170,11486,Male,Michael,Jarvis,Michael.Jarvis@thompson.net,1984-08-01,2023-02-19,,Lisamouth
171,9638,Male,Thomas,Miller,Thomas.Miller@brown.com,1972-06-09,2021-09-18,,South Josephland
172,6018,Female,Christine,Lewis,Christine.Lewis@higgins.info,1992-02-26,2022-12-25,,New Robert
173,3428,Male,Thomas,Robinson,Thomas.Robinson@gomez-glass.com,1994-03-03,2021-04-11,,South Josephland
174,2313,Male,Ryan,Ellison,Ryan.Ellison@johnson.com,1980-06-21,2022-11-11,,Port Amyborough
175,11739,Female,Ashley,Jones,Ashley.Jones@welch.com,1970-05-23,2022-03-02,,Henryfurt
176,15757,Female,Rebecca,Lopez,Rebecca.Lopez@lee-gillespie.com,1974-01-29,2022-04-01,,Lisamouth
177,18114,Male,James,Miller,James.Miller@hernandez.net,2002-10-24,2022-10-24,,South Josephland
178,875,Female,Sheila,Diaz,Sheila.Diaz@martin.com,1993-02-05,2023-02-08,,Wisemouth
179,1019,Male,Sean,Price,Sean.Price@roberts.com,1991-09-21,2023-01-02,,Henryfurt
180,6313,Female,Robin,Shields,Robin.Shields@allen.org,1992-08-21,2022-11-22,,Carriehaven
181,3303,Male,Joel,Wagner,Joel.Wagner@lowe-bell.org,1998-11-28,2022-06-21,,Wisemouth
182,3322,Female,Donna,Henson,Donna.Henson@porter-wang.com,1961-02-19,2023-01-19,,South Shannon
183,2411,Female,Robyn,Yates,Robyn.Yates@burns.info,1967-07-19,2022-10-12,,Riceville
184,8350,Female,Pamela,Brown,Pamela.Brown@riley-ponce.com,1971-05-19,2021-07-18,,Carriehaven
185,8259,Female,Carol,Alvarez,Carol.Alvarez@davis.com,1983-11-17,2022-09-23,,South Shannon
186,8519,Male,Curtis,Jones,Curtis.Jones@martinez.info,1968-10-23,2021-04-27,,Lisamouth
187,17528,Male,Richard,Krueger,Richard.Krueger@trujillo.com,2004-10-20,2022-07-03,,Thomasborough
188,10806,Female,Angela,Simmons,Angela.Simmons@oliver.org,1977-10-08,2023-01-29,,Henryfurt
189,10106,Female,Brandy,Lee,Brandy.Lee@logan-brooks.com,1992-02-09,2022-11-08,,Port Amyborough
190,175,Male,Aaron,Gibbs,Aaron.Gibbs@munoz.com,1999-01-18,2022-04-11,,Port Pamelafort
191,3710,Male,Eric,Jenkins,Eric.Jenkins@clay.com,1995-04-15,2021-04-02,,Thomasborough
192,14448,Female,Janet,Ortiz,Janet.Ortiz@powell.com,1994-07-17,2021-11-26,,Port Pamelafort
193,11756,Male,Frank,Hunter,Frank.Hunter@arellano.com,2003-09-23,2021-05-16,,Port Pamelafort
194,4335,Female,Caitlin,Smith,Caitlin.Smith@church-love.com,1988-02-21,2022-12-09,,Riceville
195,13610,Male,James,Miller,James.Miller@pitts.net,1985-01-13,2022-04-09,,Port Amyborough
196,140,Female,Melissa,Sandoval,Melissa.Sandoval@garcia.org,1991-12-07,2022-12-22,,Carriehaven
197,2747,Male,James,Richard,James.Richard@arias.com,1977-07-06,2022-10-15,,New Annton
198,8738,Female,Laura,Romero,Laura.Romero@brooks.biz,1978-07-20,2021-08-19,,Carriehaven
199,12783,Female,Brenda,Martinez,Brenda.Martinez@alvarez-ross.net,1998-05-11,2022-08-23,,South Shannon
200,780,Male,George,Alvarado,George.Alvarado@hall-oliver.com,1960-09-01,2023-01-15,,Henryfurt
201,18643,Female,Brittany,Cole,Brittany.Cole@baldwin-waller.com,1974-12-10,2022-06-23,,Allisonville
202,18626,Male,Todd,Cardenas,Todd.Cardenas@mullins.com,1994-03-15,2022-09-17,,Lisamouth
203,17812,Male,Kelly,Stafford,Kelly.Stafford@gardner-nelson.com,1997-12-25,2022-06-13,,Thomasborough
204,10168,Female,Toni,Lyons,Toni.Lyons@walker-adams.biz,1962-07-22,2022-02-13,,South Anita
205,17937,Female,Jennifer,Marshall,Jennifer.Marshall@adams.com,1966-03-21,2021-10-05,,Riceville
206,4760,Female,Jessica,Bishop,Jessica.Bishop@luna.com,1958-09-21,2022-02-25,,Allisonville
207,6552,Female,Tracy,Edwards,Tracy.Edwards@terry-davis.biz,1957-08-12,2022-06-22,,Port Amyborough
208,16301,Male,Matthew,Everett,Matthew.Everett@solomon-page.info,1982-05-10,2022-03-07,,South Josephland
209,2151,Male,Jonathan,Sims,Jonathan.Sims@ellis-hines.biz,1974-05-26,2022-05-21,,Carriehaven
210,1551,Male,Matthew,Olson,Matthew.Olson@lutz.com,1961-10-22,2022-09-29,,Thomasborough
211,2055,Female,Wendy,Roberts,Wendy.Roberts@morgan.com,1995-12-26,2022-11-08,,South Anita
212,6220,Female,Diana,Gardner,Diana.Gardner@estrada.com,1991-06-18,2021-12-10,,South Anita
213,14222,Female,Alexandra,Dean,Alexandra.Dean@thompson.com,1989-10-19,2021-06-09,,South Shannon
214,7084,Male,Christopher,Barnes,Christopher.Barnes@blair.com,1994-03-03,2022-04-26,,New Robert
215,1400,Female,Michele,Gentry,Michele.Gentry@price.com,1960-03-21,2021-07-09,,Wisemouth
216,1023,Male,Thomas,Moreno,Thomas.Moreno@richardson-collins.org,2000-05-05,2023-02-19,,Lisamouth
217,1167,Male,Tyler,Williams,Tyler.Williams@russo-harris.com,1982-06-06,2023-03-08,,Port Pamelafort
218,17213,Male,William,Gardner,William.Gardner@flores-newman.com,1998-01-03,2021-11-24,,Wisemouth
219,1663,Female,Kelly,Stewart,Kelly.Stewart@johnson-spence.info,1958-03-31,2021-08-09,,Henryfurt
220,15482,Female,Virginia,Andrews,Virginia.Andrews@smith-swanson.biz,1973-02-24,2023-02-10,,North Ericchester
221,5978,Female,Brittany,Simmons,Brittany.Simmons@perry.com,1995-01-25,2022-08-22,,South Josephland
222,3405,Male,William,Duncan,William.Duncan@wade.net,1998-02-16,2022-04-28,,Riceville
223,7077,Male,Eric,Smith,Eric.Smith@lozano.com,1985-06-04,2021-09-19,,Lisamouth
224,4454,Female,Kim,Graham,Kim.Graham@griffin.com,1990-04-18,2021-11-04,,North Ericchester
225,16715,Female,Catherine,Hogan,Catherine.Hogan@horton-davis.com,1986-11-05,2022-10-17,,Wisemouth
226,8624,Female,Amanda,Cox,Amanda.Cox@stone.com,1991-02-03,2022-05-10,,South Josephland
227,6030,Male,Christopher,Leon,Christopher.Leon@williams.com,1991-12-12,2021-05-14,,Port Pamelafort
228,77,Male,Juan,Sanders,Juan.Sanders@french.com,1981-12-17,2022-12-22,,New Annton
229,19556,Male,Kenneth,Wright,Kenneth.Wright@scott.com,2001-01-30,2023-01-27,,New Robert
230,8070,Female,Monique,Sanchez,Monique.Sanchez@maldonado.com,1957-04-27,2021-07-08,,Riceville
231,12178,Female,Linda,Anderson,Linda.Anderson@mckee.com,1991-03-27,2022-07-25,,Henryfurt
232,15250,Female,Melissa,Baldwin,Melissa.Baldwin@robertson.biz,1967-09-22,2021-03-21,,Lisamouth
233,9313,Female,Theresa,Foster,Theresa.Foster@harris-nelson.info,2002-09-20,2022-07-19,,Port Amyborough
234,5543,Male,Ryan,Hale,Ryan.Hale@thompson.biz,2004-09-25,2023-03-12,,North Ericchester
235,1716,Male,Richard,Moore,Richard.Moore@jones.com,1989-06-27,2022-07-26,,New Robert
236,12204,Female,Megan,Morris,Megan.Morris@king-schultz.com,2004-01-01,2022-07-28,,Lisamouth
237,5806,Male,Andrew,Green,Andrew.Green@blevins-torres.com,2003-04-10,2021-08-19,,Lisamouth
238,2386,Male,Kyle,Haynes,Kyle.Haynes@phillips.com,1970-07-11,2021-08-16,,South Anita
239,12572,Male,Travis,Peterson,Travis.Peterson@henry-martinez.com,1972-05-26,2022-06-21,,New Annton
240,3258,Female,Rachel,Wade,Rachel.Wade@kelly-wheeler.com,1990-09-08,2022-02-07,,Thomasborough
241,17225,Male,Anthony,Ibarra,Anthony.Ibarra@moses.com,1957-11-11,2022-09-28,,Thomasborough
242,17210,Female,Sherri,Russell,Sherri.Russell@holt-turner.com,1960-11-05,2023-01-13,,North Ericchester
243,10331,Female,Joanna,Adams,Joanna.Adams@campbell.com,1973-02-03,2022-05-12,,Henryfurt
244,8762,Female,Lisa,Sandoval,Lisa.Sandoval@carter.info,1958-11-30,2021-10-18,,Lisamouth
245,5782,Male,Charles,Ayers,Charles.Ayers@torres.com,1980-03-05,2022-03-19,,South Shannon
246,1728,Male,Joshua,Burnett,Joshua.Burnett@michael.com,2002-09-05,2022-02-08,,North Ericchester
247,1327,Male,Zachary,Harrison,Zachary.Harrison@ortiz.com,2004-01-21,2023-02-16,,Carriehaven
248,5480,Female,Gail,Maldonado,Gail.Maldonado@santos.org,1962-08-15,2022-10-11,,Wisemouth
249,5859,Male,Robert,Abbott,Robert.Abbott@jones-simmons.com,1958-09-04,2022-03-26,,New Annton
250,5984,Female,Katelyn,Hood,Katelyn.Hood@pham.net,1965-06-02,2021-08-31,,New Annton
251,171,Female,Brenda,Huang,Brenda.Huang@white-lewis.com,1957-12-10,2022-02-10,,Carriehaven
252,9066,Female,Melissa,Knight,Melissa.Knight@sullivan-ochoa.com,1985-06-11,2021-08-15,,Lisamouth
